web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,link to reviews,link to reviews-href,image-src,ratings
"1637688890-3090","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleGolden Rose GLOSS NATURAL SHINE NUDE LOOK  033.4 out of 5(10)Options disponibles:55.00 Dhs","https://www.jumia.ma/golden-rose-gloss-natural-shine-nude-look-03-35041814.html","Golden Rose GLOSS NATURAL SHINE NUDE LOOK  03","55.00 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0OW7XHNAFAMZ/","null","3 out of 5"
"1637685576-2069","https://www.jumia.ma/maquillage/?page=20#catalog-listing","Baume à lèvres aloe vera 99%3.6 out of 5(175)8.40 Dhs69.00 Dhs88%offres à partir de","https://www.jumia.ma/baume-a-levres-aloe-vera-99-generique-mpg61808.html","Baume à lèvres aloe vera 99%","8.40 Dhs","(175 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB07M2TYNAFAMZ/","null","4 out of 5"
"1637687851-2561","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleGolden Rose BB CREME GOLDEN ROSE N°034 out of 5(6)Options disponibles:110.00 Dhs","https://www.jumia.ma/golden-rose-bb-creme-golden-rose-n03-34701773.html","Golden Rose BB CREME GOLDEN ROSE N°03","110.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0MG9SNNAFAMZ/","null","4 out of 5"
"1637688539-2861","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Miroir De Maquillage en acier inoxydable double face3.9 out of 5(41)29.00 Dhs35.00 Dhs17%offres à partir de","https://www.jumia.ma/miroir-de-maquillage-en-acier-inoxydable-double-face-generique-mpg50853.html","Miroir De Maquillage en acier inoxydable double face","29.00 Dhs","(41 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1DJVIUNAFAMZ/","null","4 out of 5"
"1637687869-2564","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE Gel Setter4.5 out of 5(12)77.77 Dhs100.00 Dhs22%","https://www.jumia.ma/essie-vernis-a-ongles-essie-gel-setter-33479228.html","Essie Vernis à ongles ESSIE Gel Setter","77.77 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB1CZX3TNAFAMZ/","null","4 out of 5"
"1637688986-3158","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris L'Oréal Skin Expert - Eau micellaire peaux sensibles normales à mixtes - 400ml4.3 out of 5(12)62.28 Dhs69.99 Dhs11%","https://www.jumia.ma/loreal-paris-loreal-skin-expert-eau-micellaire-peaux-sensibles-normales-a-mixtes-400ml-32216047.html","L'Oréal Paris L'Oréal Skin Expert - Eau micellaire peaux sensibles normales à mixtes - 400ml","62.28 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB183E07NAFAMZ/","null","5 out of 5"
"1637687341-2379","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Boutique OfficiellePastel Vernis à ongles Nude - Stone #7605 out of 5(2)18.00 Dhs30.00 Dhs40%","https://www.jumia.ma/vernis-a-ongles-nude-stone-760-pastel-mpg873313.html","Pastel Vernis à ongles Nude - Stone #760","18.00 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA336ST1DKN6PNAFAMZ/","null","5 out of 5"
"1637686031-2143","https://www.jumia.ma/maquillage/?page=17#catalog-listing","Imperméable à l'eau temporaire autocollant de tatouage oeil horloge bras complet de grande taille faux tatouage flash manchon de tatouage tatouage pour hommes femmes4 out of 5(3)88.11 Dhs149.00 Dhs41%","https://www.jumia.ma/generic-impermeable-a-leau-temporaire-autocollant-de-tatouage-oeil-horloge-bras-complet-de-grande-taille-faux-tatouage-flash-manchon-de-tatouage-tatouage-pour-hommes-femmes-38821917.html","Imperméable à l'eau temporaire autocollant de tatouage oeil horloge bras complet de grande taille faux tatouage flash manchon de tatouage tatouage pour hommes femmes","88.11 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST16TCC3NAFAMZ/","null","5 out of 5"
"1637689152-3281","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT NOIR4.4 out of 5(55)75.00 Dhs100.75 Dhs26%","https://www.jumia.ma/mas-col.big-shot-wsh-nu-01-black-maybelline-new-york-mpg845238.html","Maybelline New York Maybelline - Mascara Volum'express - THE COLOSSAL BIG SHOT NOIR","75.00 Dhs","(55 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0SK0QJNAFAMZ/","null","5 out of 5"
"1637689101-3220","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Palette de maquillage Collection.3.8 out of 5(51)59.00 Dhs139.00 Dhs58%offres à partir de","https://www.jumia.ma/palette-de-maquillage-collection.-generic-mpg915180.html","Palette de maquillage Collection.","59.00 Dhs","(51 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0GMUIHNAFAMZ/","null","3 out of 5"
"1637688637-2915","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleGolden Rose CRAYON À LÉVRES MATT GOLDEN ROSE 044.3 out of 5(23)Options disponibles:34.00 Dhs45.00 Dhs24%","https://www.jumia.ma/golden-rose-crayon-a-levres-matt-golden-rose-04-35813878.html","Golden Rose CRAYON À LÉVRES MATT GOLDEN ROSE 04","34.00 Dhs","(23 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST1GAJHPNAFAMZ/","null","5 out of 5"
"1637688569-2891","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Foundation COVER COCO Fond de teint waterproof s'adapte à toutes les couleurs de peau3.5 out of 5(228)20.00 Dhs37.00 Dhs46%offres à partir de","https://www.jumia.ma/cover-coco-fond-de-teint-waterproof-sadapte-a-toutes-les-couleurs-de-peau-foundation-mpg876466.html","Foundation COVER COCO Fond de teint waterproof s'adapte à toutes les couleurs de peau","20.00 Dhs","(228 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/FO461ST0RYPKHNAFAMZ/","null","5 out of 5"
"1637687914-2586","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 99 Mint Candy Apple4.4 out of 5(15)54.43 Dhs70.00 Dhs22%","https://www.jumia.ma/essie-vernis-a-ongles-essie-99-mint-candy-apple-33479213.html","Essie Vernis à ongles ESSIE 99 Mint Candy Apple","54.43 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB0IMT95NAFAMZ/","null","5 out of 5"
"1637688015-2623","https://www.jumia.ma/maquillage/?page=6#catalog-listing","Essence I Love Extreme Crazy Volume Mascara4 out of 5(30)36.99 Dhs119.00 Dhs69%offres à partir de","https://www.jumia.ma/i-love-extreme-crazy-volume-mascara-essence-essence-mpg29550.html","Essence I Love Extreme Crazy Volume Mascara","36.99 Dhs","(30 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309HB0ZNOE7NAFAMZ/","null","5 out of 5"
"1637687478-2417","https://www.jumia.ma/maquillage/?page=9#catalog-listing","Boutique OfficielleEssie Vernis à ongles ESSIE 61 Russian Roulette4.6 out of 5(11)52.11 Dhs70.00 Dhs26%","https://www.jumia.ma/essie-vernis-a-ongles-essie-61-russian-roulette-33479207.html","Essie Vernis à ongles ESSIE 61 Russian Roulette","52.11 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES507HB15UPUHNAFAMZ/","null","4 out of 5"
"1637687924-2592","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleCatrice FOND DE TEINT LIQUID COVERAGE HD CATRICE 0654.3 out of 5(7)85.00 Dhs","https://www.jumia.ma/catrice-fond-de-teint-liquid-coverage-hd-catrice-065-35311634.html","Catrice FOND DE TEINT LIQUID COVERAGE HD CATRICE 065","85.00 Dhs","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST0PYQQHNAFAMZ/","null","3 out of 5"
"1637688972-3143","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleGolden Rose GLOSS NATURAL SHINE NUDE LOOK  014.1 out of 5(10)Options disponibles:55.00 Dhs","https://www.jumia.ma/golden-rose-gloss-natural-shine-nude-look-01-35041810.html","Golden Rose GLOSS NATURAL SHINE NUDE LOOK  01","55.00 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST012VQDNAFAMZ/","null","5 out of 5"
"1637682708-1862","https://www.jumia.ma/maquillage/?page=41#catalog-listing","Essence Makeup Palette - créez et transformez ma palette wonder face5 out of 5(1)99.00 Dhs159.00 Dhs38%","https://www.jumia.ma/essence-makeup-palette-creez-et-transformez-ma-palette-wonder-face-35796583.html","Essence Makeup Palette - créez et transformez ma palette wonder face","99.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309ST0MYOM1NAFAMZ/","null","5 out of 5"
"1637688662-2930","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleRevolution Re-Loaded Palette Basic Mattes4.6 out of 5(22)79.00 Dhs","https://www.jumia.ma/re-loaded-palette-basic-mattes-revolution-mpg849867.html","Revolution Re-Loaded Palette Basic Mattes","79.00 Dhs","(22 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA367HB0XB4G8NAFAMZ/","null","5 out of 5"
"1637687806-2541","https://www.jumia.ma/maquillage/?page=8#catalog-listing","Boutique OfficielleRevolution Makeup Palette Re-Loaded Affection3.7 out of 5(6)79.00 Dhs","https://www.jumia.ma/revolution-makeup-palette-re-loaded-affection-36235356.html","Revolution Makeup Palette Re-Loaded Affection","79.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RE985ST12WQWFNAFAMZ/","null","5 out of 5"
"1637682935-1871","https://www.jumia.ma/maquillage/?page=39#catalog-listing","Avon Mascara Max Waterproof  supershock résistant à l'eau Hypoallergenic - Black4 out of 5(1)68.31 Dhs130.00 Dhs47%","https://www.jumia.ma/avon-mascara-max-waterproof-supershock-resistant-a-leau-hypoallergenic-black-36963603.html","Avon Mascara Max Waterproof  supershock résistant à l'eau Hypoallergenic - Black","68.31 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST0I8NMRNAFAMZ/","null","4 out of 5"
"1637682976-1878","https://www.jumia.ma/maquillage/?page=39#catalog-listing","Avon mascara Mark 123 SPECTRALASH BLACK 09ML3.8 out of 5(9)36.99 Dhs95.00 Dhs61%offres à partir de","https://www.jumia.ma/mascara-mark-123-spectralash-black-09ml-avon-mpg909515.html","Avon mascara Mark 123 SPECTRALASH BLACK 09ML","36.99 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST1F3TVUNAFAMZ/","null","2 out of 5"
"1637688802-3029","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleGolden Rose MAKE UP FIXING SPRAY4 out of 5(21)75.00 Dhs","https://www.jumia.ma/golden-rose-make-up-fixing-spray-34701751.html","Golden Rose MAKE UP FIXING SPRAY","75.00 Dhs","(21 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST09CQHJNAFAMZ/","null","5 out of 5"
"1637687962-2601","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Essence Un regard de princesse avec Essence !3.7 out of 5(15)38.99 Dhsoffres à partir de","https://www.jumia.ma/essence-un-regard-de-princesse-avec-essence-essence-mpg92039.html","Essence Un regard de princesse avec Essence !","38.99 Dhs","(15 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309ST0EL84CNAFAMZ/","null","5 out of 5"
"1637687381-2387","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Technic Mega Matte Blush4.1 out of 5(10)47.00 Dhsoffres à partir de","https://www.jumia.ma/mega-matte-blush-technic-mpg904057.html","Technic Mega Matte Blush","47.00 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/TE505HB0VZSQ3NAFAMZ/","null","3 out of 5"
"1637686150-2157","https://www.jumia.ma/maquillage/?page=16#catalog-listing","Tatouage noir Imperméable temporaire Tattoo pour homme et femme2.7 out of 5(3)48.51 Dhs99.00 Dhs51%","https://www.jumia.ma/generic-tatouage-noir-impermeable-temporaire-tattoo-pour-homme-et-femme-38277536.html","Tatouage noir Imperméable temporaire Tattoo pour homme et femme","48.51 Dhs","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB11UOJNNAFAMZ/","null","1 out of 5"
"1637687851-2560","https://www.jumia.ma/maquillage/?page=7#catalog-listing","Boutique OfficielleGolden Rose BB CREME GOLDEN ROSE N°034 out of 5(6)Options disponibles:110.00 Dhs","https://www.jumia.ma/golden-rose-bb-creme-golden-rose-n03-34701773.html","Golden Rose BB CREME GOLDEN ROSE N°03","110.00 Dhs","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST0MG9SNNAFAMZ/","null","4 out of 5"
"1637689064-3185","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleNIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml4.5 out of 5(14)86.25 Dhs115.00 Dhs25%","https://www.jumia.ma/nivea-eau-micellaire-demaquillante-rose-water-2x400ml-39214043.html","NIVEA Eau Micellaire Démaquillante Rose Water - 2x400ml","86.25 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/NI504ST0K9MFHNAFAMZ/","null","5 out of 5"
"1637689106-3228","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 230 NATURAL BUFF - 30 ml4.9 out of 5(14)Options disponibles:59.52 Dhs80.51 Dhs26%","https://www.jumia.ma/maybelline-new-york-maybelline-fond-de-teint-fluide-fit-me-matte-poreless-peaux-normales-a-grasse-230-natural-buff-30-ml-32208954.html","Maybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 230 NATURAL BUFF - 30 ml","59.52 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB0RDIKFNAFAMZ/","null","5 out of 5"
"1637683876-1935","https://www.jumia.ma/maquillage/?page=32#catalog-listing","OPI Nail envy Nail Strengthener - 15 ml NT 1411 out of 5(1)168.00 Dhs210.00 Dhs20%","https://www.jumia.ma/opi-nail-envy-nail-strengthener-15-ml-nt-141-39018130.html","OPI Nail envy Nail Strengthener - 15 ml NT 141","168.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR265ST01W6JPNAFAMZ/","null","1 out of 5"
"1637688292-2736","https://www.jumia.ma/maquillage/?page=5#catalog-listing","Palette de maquillage multi3.9 out of 5(81)65.00 Dhs139.00 Dhs53%","https://www.jumia.ma/palette-de-maquillage-multi-generic-mpg937921.html","Palette de maquillage multi","65.00 Dhs","(81 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0745N9NAFAMZ/","null","5 out of 5"
"1637682324-1830","https://www.jumia.ma/maquillage/?page=43#catalog-listing","Rouge a levre matte lipstick 4in1 Long Lasting3.3 out of 5(26)38.00 Dhs","https://www.jumia.ma/matte-lipstick-4in1-long-lasting-rouge-a-levre-generic-mpg932245.html","Rouge a levre matte lipstick 4in1 Long Lasting","38.00 Dhs","(26 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0SMUYKNAFAMZ/","null","5 out of 5"
"1637685983-2136","https://www.jumia.ma/maquillage/?page=17#catalog-listing","Kiss Beauty Baume à lèvres naturel à l'aloe Vera3.9 out of 5(9)16.82 Dhs16.99 Dhs1%offres à partir de","https://www.jumia.ma/baume-a-levres-naturel-a-laloe-vera-kiss-beauty-mpg855377.html","Kiss Beauty Baume à lèvres naturel à l'aloe Vera","16.82 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/KI458HB1HXCNSNAFAMZ/","null","5 out of 5"
"1637689184-3315","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 220 NATURAL BEIGE - 30 ml4.4 out of 5(23)Options disponibles:74.26 Dhs80.51 Dhs8%","https://www.jumia.ma/maybelline-new-york-maybelline-fond-de-teint-fluide-fit-me-matte-poreless-peaux-normales-a-grasse-220-natural-beige-30-ml-32208949.html","Maybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 220 NATURAL BEIGE - 30 ml","74.26 Dhs","(23 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB1KJR7JNAFAMZ/","null","3 out of 5"
"1637688604-2908","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleGolden Rose VERNIS PERFECT NUDE LOOK  014 out of 5(12)Options disponibles:25.00 Dhs","https://www.jumia.ma/golden-rose-vernis-perfect-nude-look-01-35041836.html","Golden Rose VERNIS PERFECT NUDE LOOK  01","25.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST11ZR8LNAFAMZ/","null","5 out of 5"
"1637687295-2371","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Boutique OfficielleGolden Rose FARD À PAUPIÈRES METALLIC LIQUID N°1083.9 out of 5(12)Options disponibles:29.00 Dhs55.00 Dhs47%","https://www.jumia.ma/golden-rose-fard-a-paupieres-metallic-liquid-n108-37700921.html","Golden Rose FARD À PAUPIÈRES METALLIC LIQUID N°108","29.00 Dhs","(12 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST07OIATNAFAMZ/","null","4 out of 5"
"1637684801-2022","https://www.jumia.ma/maquillage/?page=26#catalog-listing","COVER COCO FOUNDATION WATERPROOF3.3 out of 5(110)26.00 Dhs30.00 Dhs13%offres à partir de","https://www.jumia.ma/cover-coco-foundation-waterproof-generic-mpg875071.html","COVER COCO FOUNDATION WATERPROOF","26.00 Dhs","(110 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST08FCJANAFAMZ/","null","4 out of 5"
"1637689106-3227","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 230 NATURAL BUFF - 30 ml4.9 out of 5(14)Options disponibles:59.52 Dhs80.51 Dhs26%","https://www.jumia.ma/maybelline-new-york-maybelline-fond-de-teint-fluide-fit-me-matte-poreless-peaux-normales-a-grasse-230-natural-buff-30-ml-32208954.html","Maybelline New York Maybelline - Fond de teint fluide - Fit Me Matte & Poreless - Peaux normales à grasse - 230 NATURAL BUFF - 30 ml","59.52 Dhs","(14 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB0RDIKFNAFAMZ/","null","5 out of 5"
"1637686109-2150","https://www.jumia.ma/maquillage/?page=17#catalog-listing","Boutique OfficielleL'Oréal Paris Havana By Camila Cabello - Ombre À Paupières - 01: In Love.5 out of 5(1)77.78 Dhs86.00 Dhs10%","https://www.jumia.ma/loreal-paris-havana-by-camila-cabello-ombre-a-paupieres-01-in-love.-32209076.html","L'Oréal Paris Havana By Camila Cabello - Ombre À Paupières - 01: In Love.","77.78 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB13XZ5BNAFAMZ/","null","5 out of 5"
"1637681885-1804","https://www.jumia.ma/maquillage/?page=46#catalog-listing","Make Up For Ever ULTRA HD PERFECTOR FLUIDE BONNE MINE REFERENCE 11 out of 5(1)299.00 Dhs424.00 Dhs29%","https://www.jumia.ma/make-up-for-ever-ultra-hd-perfector-fluide-bonne-mine-reference-1-40499262.html","Make Up For Ever ULTRA HD PERFECTOR FLUIDE BONNE MINE REFERENCE 1","299.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA482ST0FNOR0NAFAMZ/","null","1 out of 5"
"1637685645-2078","https://www.jumia.ma/maquillage/?page=20#catalog-listing","Double Tête En Acier Inoxydable Ongles Cuticule Poussoir À Double Extrémité4.3 out of 5(27)28.48 Dhsoffres à partir de","https://www.jumia.ma/double-tete-en-acier-inoxydable-ongles-cuticule-poussoir-a-double-extremite-generic-mpg888104.html","Double Tête En Acier Inoxydable Ongles Cuticule Poussoir À Double Extrémité","28.48 Dhs","(27 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0OP884NAFAMZ/","null","4 out of 5"
"1637689080-3194","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 11 FEARLESS - 5 ml4.3 out of 5(28)93.33 Dhs120.00 Dhs22%","https://www.jumia.ma/maybelline-new-york-edition-limitee-puma-rouge-a-levre-mat-liquide-longue-tenue-superstay-matte-ink-11-fearless-5-ml-32212238.html","Maybelline New York Edition Limitée PUMA - Rouge à lèvre Mat Liquide - Longue tenue - Superstay Matte Ink - 11 FEARLESS - 5 ml","93.33 Dhs","(28 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA310HB1DJPWNNAFAMZ/","null","5 out of 5"
"1637683367-1897","https://www.jumia.ma/maquillage/?page=36#catalog-listing","Make Up Revolution Makeup Revolution Eyeshadow Palette 36 Shades X Petra1 out of 5(1)120.00 Dhs","https://www.jumia.ma/make-up-revolution-makeup-revolution-eyeshadow-palette-36-shades-x-petra-36804107.html","Make Up Revolution Makeup Revolution Eyeshadow Palette 36 Shades X Petra","120.00 Dhs","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA490HB15RD1BNAFAMZ/","null","1 out of 5"
"1637687726-2515","https://www.jumia.ma/maquillage/?page=8#catalog-listing","Boutique OfficiellePastel SHOW BY PASTEL SHOW YOUR JOY LIQUID BLUSH3.2 out of 5(19)39.00 Dhs","https://www.jumia.ma/show-by-pastel-show-your-joy-liquid-blush-pastel-mpg873362.html","Pastel SHOW BY PASTEL SHOW YOUR JOY LIQUID BLUSH","39.00 Dhs","(19 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/PA336ST0V6CLDNAFAMZ/","null","5 out of 5"
"1637688406-2803","https://www.jumia.ma/maquillage/?page=5#catalog-listing","baume a lèvre aloe vera3.8 out of 5(11)10.00 Dhs99.00 Dhs90%offres à partir de","https://www.jumia.ma/baume-a-levre-aloe-vera-generic-mpg853629.html","baume a lèvre aloe vera","10.00 Dhs","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST004JS7NAFAMZ/","null","3 out of 5"
"1637688515-2844","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Sophie Paris MAGIC PINK CREAM4.5 out of 5(54)45.00 Dhs","https://www.jumia.ma/magic-pink-cream-sophie-paris-mpg861659.html","Sophie Paris MAGIC PINK CREAM","45.00 Dhs","(54 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SO947ST10QL4VNAFAMZ/","null","1 out of 5"
"1637684597-2010","https://www.jumia.ma/maquillage/?page=27#catalog-listing","Boîte d'art d'ongle 12 Couleurs + colle, paillettes mélange 3D NAIL ART manucure décoration2 out of 5(2)88.11 Dhs200.00 Dhs56%","https://www.jumia.ma/generic-boite-dart-dongle-12-couleurs-colle-paillettes-melange-3d-nail-art-manucure-decoration-38073044.html","Boîte d'art d'ongle 12 Couleurs + colle, paillettes mélange 3D NAIL ART manucure décoration","88.11 Dhs","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232ST0Q7V8BNAFAMZ/","null","2 out of 5"
"1637687419-2402","https://www.jumia.ma/maquillage/?page=10#catalog-listing","Essence Make Me Brow Eyebrow Gel Mascara3.9 out of 5(16)55.00 Dhs160.00 Dhs66%offres à partir de","https://www.jumia.ma/make-me-brow-eyebrow-gel-mascara-essence-mpg63030.html","Essence Make Me Brow Eyebrow Gel Mascara","55.00 Dhs","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/ES309HB0KX49GNAFAMZ/","null","5 out of 5"
"1637685576-2068","https://www.jumia.ma/maquillage/?page=20#catalog-listing","Baume à lèvres aloe vera 99%3.6 out of 5(175)8.40 Dhs69.00 Dhs88%offres à partir de","https://www.jumia.ma/baume-a-levres-aloe-vera-99-generique-mpg61808.html","Baume à lèvres aloe vera 99%","8.40 Dhs","(175 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB07M2TYNAFAMZ/","null","5 out of 5"
"1637688941-3125","https://www.jumia.ma/maquillage/?page=2#catalog-listing","Boutique OfficielleL'Oréal Paris Palette fards à paupière - 01 CHERRY MY CHERI4.6 out of 5(45)144.00 Dhs200.00 Dhs28%","https://www.jumia.ma/loreal-paris-palette-fards-a-paupiere-01-cherry-my-cheri-32209383.html","L'Oréal Paris Palette fards à paupière - 01 CHERRY MY CHERI","144.00 Dhs","(45 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/BR590HB0MUU33NAFAMZ/","null","4 out of 5"
"1637688588-2902","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleCatrice EYLINER IT'S EASY BLACK3.8 out of 5(9)35.00 Dhs40.00 Dhs13%","https://www.jumia.ma/catrice-eyliner-its-easy-black-35042601.html","Catrice EYLINER IT'S EASY BLACK","35.00 Dhs","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CA395ST06BPKLNAFAMZ/","null","5 out of 5"
"1637688435-2817","https://www.jumia.ma/maquillage/?page=4#catalog-listing","Boutique OfficielleGolden Rose FARD A JOUES GOLDEN ROSE NO:174.6 out of 5(5)Options disponibles:65.00 Dhs","https://www.jumia.ma/golden-rose-fard-a-joues-golden-rose-no17-34701758.html","Golden Rose FARD A JOUES GOLDEN ROSE NO:17","65.00 Dhs","(5 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GO870ST1F12TZNAFAMZ/","null","4 out of 5"
"1637688727-2970","https://www.jumia.ma/maquillage/?page=3#catalog-listing","Boutique OfficielleMaybelline New York Maybelline -Tattoo Brow - Encre à sourcils - Peel Off - 01 LIGHT BROWN - 4,6 g4.1 out of 5(10)Options disponibles:116.63 Dhs149.95 Dhs22%","https://www.jumia.ma/maybelline-new-york-maybelline-tattoo-brow-encre-a-sourcils-peel-off-01-light-brown-46-g-33479088.html","Maybelline New York Maybelline -Tattoo Brow - Encre à sourcils - Peel Off - 01 LIGHT BROWN - 4,6 g","116.63 Dhs","(10 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB1GG8EXNAFAMZ/","null","5 out of 5"
"1637689159-3290","https://www.jumia.ma/maquillage/?page=1#catalog-listing","Boutique OfficielleMaybelline New York Maybelline - Fond de teint liquide - Fit Me - Peaux normales à sèches - 315 SOFT HONEY - 30 ml4.3 out of 5(25)Options disponibles:66.07 Dhs101.51 Dhs35%","https://www.jumia.ma/fdt-fit-me-315-maybelline-new-york-mpg845232.html","Maybelline New York Maybelline - Fond de teint liquide - Fit Me - Peaux normales à sèches - 315 SOFT HONEY - 30 ml","66.07 Dhs","(25 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA596HB0MLOORNAFAMZ/","null","5 out of 5"
