web-scraper-order,web-scraper-start-url,link to product,link to product-href,name,price,image-src,link to reviews,link to reviews-href,rating
"1637694981-3964","https://www.jumia.ma/parfums-femme/?page=42#catalog-listing","Lattafa Al Dur Al Maknoon Argent 100Ml Eau de Parfum4 out of 5(11)136.00 Dhs399.00 Dhs66%offres à partir de","https://www.jumia.ma/al-dur-al-maknoon-argent-100ml-eau-de-parfum-lattafa-mpg911939.html","Lattafa Al Dur Al Maknoon Argent 100Ml Eau de Parfum","136.00 Dhs","null","(11 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB15D9CONAFAMZ/","(3)"
"1637694934-3962","https://www.jumia.ma/parfums-femme/?page=42#catalog-listing","Lattafa Eau de Parfum Rouat Al Oud 100ml Parfum Oriental Mixte روعة العود5 out of 5(1)173.00 Dhs","https://www.jumia.ma/eau-de-parfum-rouat-al-oud-100ml-parfum-oriental-mixte-lattafa-mpg1038458.html","Lattafa Eau de Parfum Rouat Al Oud 100ml Parfum Oriental Mixte روعة العود","173.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942PF18R2XINAFAMZ/","(1)"
"1637695046-3969","https://www.jumia.ma/parfums-femme/?page=41#catalog-listing","Avon Coffret Little Black Dress Party eau de parfum 50ml + Deo Roll5 out of 5(1)177.21 Dhs350.00 Dhs49%","https://www.jumia.ma/avon-coffret-little-black-dress-party-eau-de-parfum-50ml-deo-roll-35533217.html","Avon Coffret Little Black Dress Party eau de parfum 50ml + Deo Roll","177.21 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF16ES5TNAFAMZ/","(1)"
"1637694860-3958","https://www.jumia.ma/parfums-femme/?page=43#catalog-listing","Oud Bakhoor OUD Abiyedh 40g3 out of 5(2)47.20 Dhs69.00 Dhs32%","https://www.jumia.ma/bakhoor-oud-abiyedh-40g-oud-mpg848510.html","Oud Bakhoor OUD Abiyedh 40g","47.20 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OU693HB0M23INNAFAMZ/","(0)"
"1637694609-3943","https://www.jumia.ma/parfums-femme/?page=45#catalog-listing","Rasasi Oud Al Mubakhar Eau De Parfum - 100ml5 out of 5(2)235.00 Dhs295.00 Dhs20%","https://www.jumia.ma/rasasi-oud-al-mubakhar-eau-de-parfum-100ml-rasasi-mpg870479.html","Rasasi Oud Al Mubakhar Eau De Parfum - 100ml","235.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/RA032HB10LU8XNAFAMZ/","(2)"
"1637695921-4019","https://www.jumia.ma/parfums-femme/?page=34#catalog-listing","Lattafa OUD MOOD Elixir  - LATTAFA ORIGINAL pour hommes et femmes - 100 ML - EDP5 out of 5(1)111.20 Dhs499.00 Dhs78%offres à partir de","https://www.jumia.ma/oud-mood-elixir-lattafa-original-pour-hommes-et-femmes-100-ml-edp-lattafa-mpg1078258.html","Lattafa OUD MOOD Elixir  - LATTAFA ORIGINAL pour hommes et femmes - 100 ML - EDP","111.20 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB0ZS5UPNAFAMZ/","(1)"
"1637693985-3901","https://www.jumia.ma/parfums-femme/?page=50#catalog-listing","Oriflame Eau de TOILETTE pour femmes ""FRIENDS WOLD""4 out of 5(1)170.00 Dhs256.00 Dhs34%","https://www.jumia.ma/eau-de-toilette-pour-femmes-friends-wold-oriflame-mpg875261.html","Oriflame Eau de TOILETTE pour femmes ""FRIENDS WOLD""","170.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF0XDL51NAFAMZ/","(0)"
"1637695461-3994","https://www.jumia.ma/parfums-femme/?page=38#catalog-listing","Avon brume pour corps - pomme et chèvrefeuille3 out of 5(1)55.70 Dhs98.00 Dhs43%","https://www.jumia.ma/brume-pour-corps-pomme-et-chevrefeuille-avon-mpg917003.html","Avon brume pour corps - pomme et chèvrefeuille","55.70 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF1HSOHLNAFAMZ/","(0)"
"1637697181-4113","https://www.jumia.ma/parfums-femme/?page=25#catalog-listing","Lattafa SER AL MALIKA POUR FEMMES 100ML EAU DE PARFUM4 out of 5(2)139.99 Dhs299.00 Dhs53%offres à partir de","https://www.jumia.ma/ser-al-malika-pour-femmes-100ml-eau-de-parfum-lattafa-mpg911955.html","Lattafa SER AL MALIKA POUR FEMMES 100ML EAU DE PARFUM","139.99 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB02HL2LNAFAMZ/","(1)"
"1637694759-3953","https://www.jumia.ma/parfums-femme/?page=44#catalog-listing","Elie Saab Eau de Parfum Spray - 90 ml4 out of 5(1)1,000.00 Dhs2,000.00 Dhs50%","https://www.jumia.ma/eau-de-parfum-spray-90-ml-elie-saab-mpg27272.html","Elie Saab Eau de Parfum Spray - 90 ml","1,000.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/EL874HBDDPFVNAFAMZ/","(0)"
"1637696719-4078","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","Avon Incandessence - Eau de parfum - 50 ml4.4 out of 5(17)92.50 Dhs699.99 Dhs87%offres à partir de","https://www.jumia.ma/eau-de-parfum-avon-mpg39983.html","Avon Incandessence - Eau de parfum - 50 ml","92.50 Dhs","null","(17 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB1JVEW2NAFAMZ/","(11)"
"1637694093-3906","https://www.jumia.ma/parfums-femme/?page=49#catalog-listing","Johan B Delice Volé Eau de parfum - 85ML3 out of 5(1)315.00 Dhs450.00 Dhs30%","https://www.jumia.ma/delice-vole-eau-de-parfum-85ml-johan-b-mpg983088.html","Johan B Delice Volé Eau de parfum - 85ML","315.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/JO796PF1JS31WNAFAMZ/","(0)"
"1637696862-4089","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","ard al zaafarn Parfum raghba gold5 out of 5(1)65.00 Dhs","https://www.jumia.ma/parfum-raghba-gold-ard-al-zaafarn-mpg901776.html","ard al zaafarn Parfum raghba gold","65.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AR605HB1KF7XINAFAMZ/","(1)"
"1637694144-3910","https://www.jumia.ma/parfums-femme/?page=49#catalog-listing","Swiss Arabian Rimal - Eau de Toilette- 100 mL2 out of 5(1)103.20 Dhs399.00 Dhs74%","https://www.jumia.ma/swiss-arabian-rimal-eau-de-toilette-100-ml-36231354.html","Swiss Arabian Rimal - Eau de Toilette- 100 mL","103.20 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SW884PF0QZ7XRNAFAMZ/","(0)"
"1637694452-3929","https://www.jumia.ma/parfums-femme/?page=46#catalog-listing","Avon TOMORROW 50 ML + Care Hope + Naturals HAIR CARE + Mascara Mark5 out of 5(2)164.99 Dhs999.99 Dhs84%","https://www.jumia.ma/avon-tomorrow-50-ml-care-hope-naturals-hair-care-mascara-mark-41557612.html","Avon TOMORROW 50 ML + Care Hope + Naturals HAIR CARE + Mascara Mark","164.99 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST0CWKXMNAFAMZ/","(2)"
"1637696365-4051","https://www.jumia.ma/parfums-femme/?page=31#catalog-listing","Oriflame Giordani Gold original - Eau de Parfum - 50ml4.4 out of 5(18)179.00 Dhs319.00 Dhs44%","https://www.jumia.ma/giordani-gold-original-eau-de-parfum-50ml-oriflame-mpg64833.html","Oriflame Giordani Gold original - Eau de Parfum - 50ml","179.00 Dhs","null","(18 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB0Z319ENAFAMZ/","(12)"
"1637695391-3988","https://www.jumia.ma/parfums-femme/?page=39#catalog-listing","Avon Pack Always Pour Femme Eau de Parfum+ Lotion Parfumée5 out of 5(1)205.92 Dhs399.00 Dhs48%","https://www.jumia.ma/avon-pack-always-pour-femme-eau-de-parfum-lotion-parfumee-40730809.html","Avon Pack Always Pour Femme Eau de Parfum+ Lotion Parfumée","205.92 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF1I28L4NAFAMZ/","(1)"
"1637696774-4080","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","Avon Encanto Fascinating eau de parfum fleur de Jade pour femme- 50ml4 out of 5(1)97.99 Dhs499.99 Dhs80%offres à partir de","https://www.jumia.ma/encanto-fascinating-eau-de-parfum-fleur-de-jade-pour-femme-50ml-avon-mpg909480.html","Avon Encanto Fascinating eau de parfum fleur de Jade pour femme- 50ml","97.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST0VYJW7NAFAMZ/","(0)"
"1637697229-4115","https://www.jumia.ma/parfums-femme/?page=24#catalog-listing","Avon Little Black Dress Eau de Parfum pour femme 50 ml + crème du corps 150 ml + Roll-On Anti-Perspirant Déodorant4.6 out of 5(7)138.99 Dhsoffres à partir de","https://www.jumia.ma/little-black-dress-eau-de-parfum-pour-femme-50-ml-creme-du-corps-150-ml-roll-on-anti-perspirant-deodorant-avon-mpg65344.html","Avon Little Black Dress Eau de Parfum pour femme 50 ml + crème du corps 150 ml + Roll-On Anti-Perspirant Déodorant","138.99 Dhs","null","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB17U48WNAFAMZ/","(5)"
"1637694134-3909","https://www.jumia.ma/parfums-femme/?page=49#catalog-listing","Oriflame Parfum Giordani Gold Essenza 50 ml pour les femmes4.7 out of 5(13)459.00 Dhs","https://www.jumia.ma/parfum-giordani-gold-essenza-50-ml-pour-les-femmes-oriflame-mpg848688.html","Oriflame Parfum Giordani Gold Essenza 50 ml pour les femmes","459.00 Dhs","null","(13 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB0Z3T8NNAFAMZ/","(9)"
"1637696931-4095","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Avon Rare Pearls - EAU DE PARFUM - 50 ml4 out of 5(7)87.80 Dhsoffres à partir de","https://www.jumia.ma/rare-pearls-eau-de-parfum-50-ml-avon-mpg38289.html","Avon Rare Pearls - EAU DE PARFUM - 50 ml","87.80 Dhs","null","(7 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF1L5F5MNAFAMZ/","(4)"
"1637694771-3954","https://www.jumia.ma/parfums-femme/?page=44#catalog-listing","Avon Incandessence 30 ml + Sérum Advance Techniques d'huile d'argan5 out of 5(2)88.00 Dhs199.00 Dhs56%","https://www.jumia.ma/avon-incandessence-30-ml-serum-advance-techniques-dhuile-dargan-36292966.html","Avon Incandessence 30 ml + Sérum Advance Techniques d'huile d'argan","88.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF13UIY7NAFAMZ/","(2)"
"1637696813-4085","https://www.jumia.ma/parfums-femme/?page=28#catalog-listing","Dorall Collection LANCY EAU DE TOILETTE 100ML2.7 out of 5(3)199.00 Dhs","https://www.jumia.ma/lancy-eau-de-toilette-100ml-dorall-collection-mpg94137.html","Dorall Collection LANCY EAU DE TOILETTE 100ML","199.00 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/DO551HB1K207WNAFAMZ/","(1)"
"1637693975-3899","https://www.jumia.ma/parfums-femme/?page=50#catalog-listing","Avon Rare Pearls - EAU DE PARFUM - 50 ml3 out of 5(1)98.97 Dhsoffres à partir de","https://www.jumia.ma/rare-pearls-eau-de-parfum-50-ml-avon-mpg928383.html","Avon Rare Pearls - EAU DE PARFUM - 50 ml","98.97 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB0YKT2ENAFAMZ/","(0)"
"1637696267-4043","https://www.jumia.ma/parfums-femme/?page=32#catalog-listing","Lattafa Parfum pure oudi avec déoderant - original5 out of 5(1)137.00 Dhsoffres à partir de","https://www.jumia.ma/parfum-pure-oudi-avec-deoderant-original-lattafa-mpg948180.html","Lattafa Parfum pure oudi avec déoderant - original","137.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942PF0R5MM8NAFAMZ/","(1)"
"1637693980-3900","https://www.jumia.ma/parfums-femme/?page=50#catalog-listing","Avon Pack  Tomorrow eau de parfum  et crème pour le corps4.7 out of 5(6)127.00 Dhs299.00 Dhs58%offres à partir de","https://www.jumia.ma/pack-tomorrow-eau-de-parfum-et-creme-pour-le-corps-avon-mpg1044919.html","Avon Pack  Tomorrow eau de parfum  et crème pour le corps","127.00 Dhs","null","(6 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB13DDY0NAFAMZ/","(4)"
"1637696564-4065","https://www.jumia.ma/parfums-femme/?page=29#catalog-listing","Oriflame Love Potion Midnight Wish Oriflame pour femme4.2 out of 5(9)140.00 Dhs390.00 Dhs64%","https://www.jumia.ma/love-potion-midnight-wish-oriflame-pour-femme-oriflame-mpg933088.html","Oriflame Love Potion Midnight Wish Oriflame pour femme","140.00 Dhs","null","(9 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF0788Z5NAFAMZ/","(5)"
"1637696837-4087","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Oriflame Wake up feel good pour elle eau de toilette 50ml5 out of 5(1)89.00 Dhs","https://www.jumia.ma/eau-de-toilette-wake-up-feel-good-pour-elle-50ml-oriflame-mpg862258.html","Oriflame Wake up feel good pour elle eau de toilette 50ml","89.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF02Y8F9NAFAMZ/","(1)"
"1637697166-4111","https://www.jumia.ma/parfums-femme/?page=25#catalog-listing","ard al zaafarn Parfum FAKHAR AL OUD EAU DE 100ML3 out of 5(2)198.00 Dhsoffres à partir de","https://www.jumia.ma/parfum-fakhar-al-oud-eau-de-100ml-ard-al-zaafarn-mpg920559.html","ard al zaafarn Parfum FAKHAR AL OUD EAU DE 100ML","198.00 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AR605HB0EG72JNAFAMZ/","(1)"
"1637696847-4088","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Avon Eau de bouquet avon4 out of 5(1)80.00 Dhsoffres à partir de","https://www.jumia.ma/eau-de-bouquet-avon-mpg67219.html","Avon Eau de bouquet avon","80.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB18FALWNAFAMZ/","(0)"
"1637694539-3938","https://www.jumia.ma/parfums-femme/?page=45#catalog-listing","Mancera Red Tobacco Eau De Parfum5 out of 5(1)1,187.01 Dhs1,199.00 Dhs1%","https://www.jumia.ma/red-tobacco-eau-de-parfum-mancera-mpg958680.html","Mancera Red Tobacco Eau De Parfum","1,187.01 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MA639PF18LQ94NAFAMZ/","(1)"
"1637696904-4093","https://www.jumia.ma/parfums-femme/?page=27#catalog-listing","Monogotas PACK DE 3 EAU DE TOILETTE  100 ml :VANILLA,COCO,MORA,FRAISE5 out of 5(1)84.00 Dhsoffres à partir de","https://www.jumia.ma/pack-de-3-eau-de-toilette-100-ml-vanillacocomorafraise-monogotas-mpg896385.html","Monogotas PACK DE 3 EAU DE TOILETTE  100 ml :VANILLA,COCO,MORA,FRAISE","84.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/MO415PF05TUATNAFAMZ/","(1)"
"1637694331-3923","https://www.jumia.ma/parfums-femme/?page=47#catalog-listing","Avon Pack eau de parfum incandessence avec son lait pour corps et déodorant à bille4 out of 5(4)148.00 Dhsoffres à partir de","https://www.jumia.ma/pack-eau-de-parfum-incandessence-avec-son-lait-pour-corps-et-deodorant-a-bille-avon-mpg39616.html","Avon Pack eau de parfum incandessence avec son lait pour corps et déodorant à bille","148.00 Dhs","null","(4 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168HB1DILQINAFAMZ/","(2)"
"1637696101-4032","https://www.jumia.ma/parfums-femme/?page=33#catalog-listing","Oud Fazza - Ard Al Zaafaran - 100 ml4.3 out of 5(3)139.00 Dhs175.00 Dhs21%offres à partir de","https://www.jumia.ma/oud-fazza-ard-al-zaafaran-100-ml-generic-mpg902926.html","Oud Fazza - Ard Al Zaafaran - 100 ml","139.00 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1KJQ9NNAFAMZ/","(1)"
"1637695643-4006","https://www.jumia.ma/parfums-femme/?page=37#catalog-listing","Oriflame Divine eau de toilette pour femme - 50ml2 out of 5(1)137.99 Dhs999.99 Dhs86%offres à partir de","https://www.jumia.ma/divine-eau-de-toilette-pour-femme-50ml-oriflame-mpg939635.html","Oriflame Divine eau de toilette pour femme - 50ml","137.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF1MDGPMNAFAMZ/","(0)"
"1637695721-4010","https://www.jumia.ma/parfums-femme/?page=36#catalog-listing","TEEF EL HUB - EAU DE PARFUM - 100ml3 out of 5(1)599.00 Dhs","https://www.jumia.ma/teef-el-hub-eau-de-parfum-100ml-generic-mpg957605.html","TEEF EL HUB - EAU DE PARFUM - 100ml","599.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB1KU46HNAFAMZ/","(0)"
"1637694686-3948","https://www.jumia.ma/parfums-femme/?page=44#catalog-listing","Avon cadeau Herstory Eau de Parfum 50ml - pour femme3 out of 5(1)111.99 Dhs799.99 Dhs86%offres à partir de","https://www.jumia.ma/cadeau-herstory-eau-de-parfum-50ml-pour-femme-avon-mpg953489.html","Avon cadeau Herstory Eau de Parfum 50ml - pour femme","111.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168PF0AHF48NAFAMZ/","(0)"
"1637696636-4071","https://www.jumia.ma/parfums-femme/?page=29#catalog-listing","Ard Alzaafran Parfum safeer al oud 100Ml eau de parfum3.3 out of 5(3)134.64 Dhs220.00 Dhs39%offres à partir de","https://www.jumia.ma/parfum-safeer-al-oud-100ml-eau-de-parfum-ard-al-zaafaran-mpg51126.html","Ard Alzaafran Parfum safeer al oud 100Ml eau de parfum","134.64 Dhs","null","(3 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AR947HB1KJH98NAFAMZ/","(1)"
"1637696415-4054","https://www.jumia.ma/parfums-femme/?page=31#catalog-listing","Oriflame Amber Elixir Eau de Parfum - 50 ml4.1 out of 5(16)159.99 Dhs399.00 Dhs60%offres à partir de","https://www.jumia.ma/amber-elixir-eau-de-parfum-50-ml-oriflame-mpg36128.html","Oriflame Amber Elixir Eau de Parfum - 50 ml","159.99 Dhs","null","(16 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143HB0JSCEENAFAMZ/","(11)"
"1637695254-3980","https://www.jumia.ma/parfums-femme/?page=40#catalog-listing","Avon Segno eau de parfum pour homme 75 ml + PARFUM ENFANT4 out of 5(1)121.99 Dhs799.99 Dhs85%","https://www.jumia.ma/avon-segno-eau-de-parfum-pour-homme-75-ml-parfum-enfant-41799325.html","Avon Segno eau de parfum pour homme 75 ml + PARFUM ENFANT","121.99 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AV168ST0V73VMNAFAMZ/","(0)"
"1637695857-4015","https://www.jumia.ma/parfums-femme/?page=35#catalog-listing","Colour Me Parfum flowers 50ml (femme)5 out of 5(1)100.00 Dhs","https://www.jumia.ma/colour-me-parfum-flowers-50ml-femme-36424110.html","Colour Me Parfum flowers 50ml (femme)","100.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/CO425PF00OHJ3NAFAMZ/","(1)"
"1637695316-3983","https://www.jumia.ma/parfums-femme/?page=39#catalog-listing","Lattafa Chaikh choyoukh - Eau de Parfum - 100 ml1 out of 5(1)144.00 Dhs","https://www.jumia.ma/chaikh-choyoukh-eau-de-parfum-100-ml-lattafa-mpg939138.html","Lattafa Chaikh choyoukh - Eau de Parfum - 100 ml","144.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/LA942HB1FX93QNAFAMZ/","(0)"
"1637696595-4067","https://www.jumia.ma/parfums-femme/?page=29#catalog-listing","ard al zaafarn Parfum al dur al maknoon - 50 ml - original4.5 out of 5(2)47.99 Dhsoffres à partir de","https://www.jumia.ma/parfum-al-dur-al-maknoon-50-ml-original-ard-al-zaafarn-mpg960842.html","ard al zaafarn Parfum al dur al maknoon - 50 ml - original","47.99 Dhs","null","(2 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/AR605HB10CA38NAFAMZ/","(1)"
"1637694362-3925","https://www.jumia.ma/parfums-femme/?page=47#catalog-listing","SAPHIR Select One 200Ml4 out of 5(1)212.85 Dhs260.00 Dhs18%offres à partir de","https://www.jumia.ma/select-one-200ml-saphir-mpg859052.html","SAPHIR Select One 200Ml","212.85 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/SA040PF1D5BJTNAFAMZ/","(0)"
"1637695075-3970","https://www.jumia.ma/parfums-femme/?page=41#catalog-listing","Oriflame Eau de toilette giordani golde4.9 out of 5(8)180.00 Dhs389.00 Dhs54%","https://www.jumia.ma/eau-de-toilette-giordani-golde-oriflame-mpg896534.html","Oriflame Eau de toilette giordani golde","180.00 Dhs","null","(8 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/OR143PF0QYD1JNAFAMZ/","(7)"
"1637696610-4069","https://www.jumia.ma/parfums-femme/?page=29#catalog-listing","Fakhar Lattafa Pour Femme100Ml Eau de Parfum4 out of 5(1)190.00 Dhs380.00 Dhs50%offres à partir de","https://www.jumia.ma/fakhar-lattafa-pour-femme100ml-eau-de-parfum-generic-mpg915942.html","Fakhar Lattafa Pour Femme100Ml Eau de Parfum","190.00 Dhs","null","(1 avis)","https://www.jumia.ma/catalog/productratingsreviews/sku/GE232HB0OLA2WNAFAMZ/","(0)"
